==23589== NVPROF is profiling process 23589, command: ./bin/fargoGPU in/hd100.par
==23589== Profiling application: ./bin/fargoGPU in/hd100.par
==23589== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
413.47ms  925.78us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [1835]
414.42ms  531.39us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [1847]
414.97ms  551.90us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [1862]
415.54ms  754.17us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [1870]
416.32ms  618.10us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [1882]
416.96ms  530.39us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [1894]
417.52ms  552.06us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [1909]
418.12ms     895ns                    -               -         -         -         -  4.0000KB  4.2622GB/s  Quadro M4000 (0         1         7  [CUDA memset]
418.14ms  3.8400us              (8 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1917]
418.17ms  2.2400us                    -               -         -         -         -       32B  13.624MB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
418.21ms  695.35us              (8 1 1)       (256 1 1)        12        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeAverageThetaVelocitiesKernel(float*, float*, int, int) [1926]
418.93ms  204.99us          (128 128 1)       (16 16 1)         8        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeResidualsKernel(float*, float*, int, int, float*) [1934]
419.16ms  1.2856ms          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeConstantResidualKernel(float*, float*, int*, int*, int, int, float, float*, float*, float*, int) [1948]
420.47ms  264.38us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [1957]
420.75ms  655.26us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [1968]
421.43ms  117.25us                    -               -         -         -         -  8.0078MB  66.698GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
421.55ms  754.49us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [1977]
422.33ms  263.80us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [1986]
422.62ms  654.90us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [1997]
423.30ms  424.99us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2012]
423.75ms  754.65us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2020]
424.52ms  264.09us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2029]
424.81ms  654.94us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2040]
425.49ms  429.69us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2055]
425.94ms  754.90us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2063]
426.72ms  263.74us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2072]
427.00ms  655.00us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2083]
427.68ms  419.80us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2098]
428.12ms  755.32us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2106]
428.90ms  263.65us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2115]
429.18ms  654.87us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2126]
429.86ms  421.79us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2141]
430.31ms  755.32us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2149]
431.08ms  263.71us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2158]
431.37ms  655.09us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2169]
432.05ms  422.14us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2184]
432.49ms  754.71us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2192]
433.27ms  263.42us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2201]
433.55ms  654.71us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2212]
434.23ms  419.45us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2227]
434.67ms  264.03us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2236]
434.96ms  655.19us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2247]
435.63ms  117.31us                    -               -         -         -         -  8.0078MB  66.662GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
435.75ms  753.91us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2256]
436.53ms  264.32us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2265]
436.82ms  655.58us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2276]
437.50ms  423.16us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2291]
437.94ms  755.57us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2299]
438.72ms  263.96us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2308]
439.00ms  655.41us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2319]
439.68ms  427.61us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2334]
440.13ms  754.65us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2342]
440.91ms  263.80us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2351]
441.19ms  655.48us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2362]
441.87ms  425.91us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2377]
442.32ms  754.81us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2385]
443.10ms  263.80us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2394]
443.38ms  655.48us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2405]
444.06ms  424.31us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2420]
444.51ms  754.52us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2428]
445.28ms  263.74us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2437]
445.57ms  655.35us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2448]
446.25ms  429.69us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2463]
446.70ms  754.77us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [2471]
447.47ms  263.49us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel(float*, float*, int, int, float*, float) [2480]
447.76ms  655.16us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  StarThetaKernel2(float*, float*, float*, float*, int, int, float*, float) [2491]
448.44ms  424.63us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerThetaKernel(float*, float*, float*, float, int, int, int, int*, float*, float*, float*, float*) [2506]
448.89ms  243.74us          (128 128 1)       (16 16 1)         8        0B        0B         -           -  Quadro M4000 (0         1         7  AdvectSHIFTKernel(float*, float*, int, int, int*) [2514]
449.15ms  119.01us                    -               -         -         -         -  8.0078MB  65.712GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
449.27ms  243.61us          (128 128 1)       (16 16 1)         8        0B        0B         -           -  Quadro M4000 (0         1         7  AdvectSHIFTKernel(float*, float*, int, int, int*) [2523]
449.54ms  118.88us                    -               -         -         -         -  8.0078MB  65.783GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
449.66ms  243.71us          (128 128 1)       (16 16 1)         8        0B        0B         -           -  Quadro M4000 (0         1         7  AdvectSHIFTKernel(float*, float*, int, int, int*) [2532]
449.92ms  122.33us                    -               -         -         -         -  8.0078MB  63.924GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
450.05ms  244.70us          (128 128 1)       (16 16 1)         8        0B        0B         -           -  Quadro M4000 (0         1         7  AdvectSHIFTKernel(float*, float*, int, int, int*) [2541]
450.31ms  119.30us                    -               -         -         -         -  8.0078MB  65.553GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
450.44ms  243.87us          (128 128 1)       (16 16 1)         8        0B        0B         -           -  Quadro M4000 (0         1         7  AdvectSHIFTKernel(float*, float*, int, int, int*) [2550]
450.70ms  119.45us                    -               -         -         -         -  8.0078MB  65.466GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
450.82ms  243.36us          (128 128 1)       (16 16 1)         8        0B        0B         -           -  Quadro M4000 (0         1         7  AdvectSHIFTKernel(float*, float*, int, int, int*) [2559]
451.08ms  118.94us                    -               -         -         -         -  8.0078MB  65.747GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
451.21ms  1.6672ms          (128 128 1)       (16 16 1)        24        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeVelocitiesKernel(float*, float*, float*, float*, float*, float*, float*, float*, int, int, float) [2574]
453.45ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
453.49ms  908.34us          (128 128 1)       (16 16 1)        33        0B        0B         -           -  Quadro M4000 (0         1         7  EvanescentBoundaryKernel(float*, float*, float*, float*, float*, float*, float, float, int, int, float, float, float, float, float, float*, float, float*, float*, int, int, float, float, float, float, float, float, float) [2606]
454.42ms  756.92us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeTemperatureFieldKernel(float*, float*, float*, float*, float, int, int, int) [2617]
455.20ms  809.68us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeSoundSpeedKernel(float*, float*, float*, float*, int, int, int, float, float, float, float, float, float, float, float, float) [2636]
456.04ms  871.06us              (8 1 1)       (256 1 1)        15        0B        0B         -           -  Quadro M4000 (0         1         7  ConditionCFLKernel1D(float*, float*, float*, int, int, float*, float*) [2646]
456.93ms  98.719us                    -               -         -         -         -  8.0000MB  79.139GB/s  Quadro M4000 (0         1         7  [CUDA memset]
456.93ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s  Quadro M4000 (0         1         7  [CUDA memset]
456.94ms     385ns                    -               -         -         -         -        4B  9.9083MB/s  Quadro M4000 (0         1         7  [CUDA memset]
457.05ms  578.39us          (128 128 1)       (16 16 1)        23        0B        0B         -           -  Quadro M4000 (0         1         7  ConditionCFLKernel2D1(float*, float*, float*, int, int, float*, float*, float*, int, float*, float*, float*, float*) [2665]
457.66ms  894.23us              (8 1 1)       (256 1 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  ConditionCFLKernel2D2(float*, float*, float*, float*, float*, int*, int, int, float) [2677]
458.56ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
458.58ms  2.7200us                    -               -         -         -         -  4.0000KB  1.4025GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
458.62ms  98.686us                    -               -         -         -         -  8.0000MB  79.165GB/s  Quadro M4000 (0         1         7  [CUDA memset]
458.72ms  97.983us                    -               -         -         -         -  8.0000MB  79.733GB/s  Quadro M4000 (0         1         7  [CUDA memset]
458.82ms  97.790us                    -               -         -         -         -  8.0000MB  79.891GB/s  Quadro M4000 (0         1         7  [CUDA memset]
458.92ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
459.02ms  1.1878ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [2704]
460.25ms     572ns                    -               -         -         -         -  4.0000KB  6.6691GB/s  Quadro M4000 (0         1         7  [CUDA memset]
460.27ms  66.335us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2712]
460.36ms  3.1670us                    -               -         -         -         -  4.0000KB  1.2045GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
460.39ms     679ns                    -               -         -         -         -  4.0000KB  5.6181GB/s  Quadro M4000 (0         1         7  [CUDA memset]
460.42ms  62.975us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2722]
460.50ms  3.0080us                    -               -         -         -         -  4.0000KB  1.2682GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
460.53ms     607ns                    -               -         -         -         -  4.0000KB  6.2845GB/s  Quadro M4000 (0         1         7  [CUDA memset]
460.55ms  62.623us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2732]
460.63ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
460.66ms     582ns                    -               -         -         -         -  4.0000KB  6.5545GB/s  Quadro M4000 (0         1         7  [CUDA memset]
460.68ms  63.199us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2742]
460.76ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
460.80ms  98.719us                    -               -         -         -         -  8.0000MB  79.139GB/s  Quadro M4000 (0         1         7  [CUDA memset]
460.90ms  97.726us                    -               -         -         -         -  8.0000MB  79.943GB/s  Quadro M4000 (0         1         7  [CUDA memset]
461.00ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
461.10ms  97.822us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
461.20ms  1.1935ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [2769]
462.41ms     520ns                    -               -         -         -         -  4.0000KB  7.3360GB/s  Quadro M4000 (0         1         7  [CUDA memset]
462.43ms  65.695us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2777]
462.51ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
462.54ms     680ns                    -               -         -         -         -  4.0000KB  5.6098GB/s  Quadro M4000 (0         1         7  [CUDA memset]
462.56ms  62.783us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2787]
462.64ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
462.67ms     660ns                    -               -         -         -         -  4.0000KB  5.7798GB/s  Quadro M4000 (0         1         7  [CUDA memset]
462.69ms  62.815us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2797]
462.77ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
462.80ms     633ns                    -               -         -         -         -  4.0000KB  6.0264GB/s  Quadro M4000 (0         1         7  [CUDA memset]
462.82ms  63.103us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2807]
462.90ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
462.94ms  98.687us                    -               -         -         -         -  8.0000MB  79.164GB/s  Quadro M4000 (0         1         7  [CUDA memset]
463.04ms  97.918us                    -               -         -         -         -  8.0000MB  79.786GB/s  Quadro M4000 (0         1         7  [CUDA memset]
463.14ms  97.823us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
463.24ms  97.887us                    -               -         -         -         -  8.0000MB  79.811GB/s  Quadro M4000 (0         1         7  [CUDA memset]
463.34ms  1.1944ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [2834]
464.55ms     581ns                    -               -         -         -         -  4.0000KB  6.5657GB/s  Quadro M4000 (0         1         7  [CUDA memset]
464.58ms  65.983us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2842]
464.66ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
464.69ms     519ns                    -               -         -         -         -  4.0000KB  7.3501GB/s  Quadro M4000 (0         1         7  [CUDA memset]
464.71ms  62.399us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2852]
464.79ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
464.82ms     624ns                    -               -         -         -         -  4.0000KB  6.1133GB/s  Quadro M4000 (0         1         7  [CUDA memset]
464.84ms  62.047us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2862]
464.92ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
464.95ms     609ns                    -               -         -         -         -  4.0000KB  6.2639GB/s  Quadro M4000 (0         1         7  [CUDA memset]
464.97ms  62.815us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2872]
465.05ms  3.1360us                    -               -         -         -         -  4.0000KB  1.2164GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
465.08ms  98.687us                    -               -         -         -         -  8.0000MB  79.164GB/s  Quadro M4000 (0         1         7  [CUDA memset]
465.18ms  98.046us                    -               -         -         -         -  8.0000MB  79.682GB/s  Quadro M4000 (0         1         7  [CUDA memset]
465.29ms  97.887us                    -               -         -         -         -  8.0000MB  79.811GB/s  Quadro M4000 (0         1         7  [CUDA memset]
465.39ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
465.49ms  1.1940ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [2899]
466.70ms     592ns                    -               -         -         -         -  4.0000KB  6.4437GB/s  Quadro M4000 (0         1         7  [CUDA memset]
466.72ms  65.887us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2907]
466.80ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
466.83ms     501ns                    -               -         -         -         -  4.0000KB  7.6142GB/s  Quadro M4000 (0         1         7  [CUDA memset]
466.85ms  62.783us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2917]
466.93ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
466.96ms     503ns                    -               -         -         -         -  4.0000KB  7.5839GB/s  Quadro M4000 (0         1         7  [CUDA memset]
466.98ms  62.527us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2927]
467.06ms  3.1360us                    -               -         -         -         -  4.0000KB  1.2164GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
467.09ms     569ns                    -               -         -         -         -  4.0000KB  6.7042GB/s  Quadro M4000 (0         1         7  [CUDA memset]
467.11ms  62.783us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2937]
467.19ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
467.23ms  98.719us                    -               -         -         -         -  8.0000MB  79.139GB/s  Quadro M4000 (0         1         7  [CUDA memset]
467.33ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
467.43ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
467.53ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
467.63ms  1.1928ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [2964]
468.84ms     562ns                    -               -         -         -         -  4.0000KB  6.7877GB/s  Quadro M4000 (0         1         7  [CUDA memset]
468.86ms  65.631us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2972]
468.96ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
468.99ms     662ns                    -               -         -         -         -  4.0000KB  5.7624GB/s  Quadro M4000 (0         1         7  [CUDA memset]
469.01ms  63.391us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2982]
469.09ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
