==23589== NVPROF is profiling process 23589, command: ./bin/fargoGPU in/hd100.par
==23589== Profiling application: ./bin/fargoGPU in/hd100.par
==23589== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
364.22ms  98.654us                    -               -         -         -         -  8.0000MB  79.191GB/s  Quadro M4000 (0         1         7  [CUDA memset]
364.32ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
364.42ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
364.52ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
364.62ms  1.1945ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [823]
365.83ms     567ns                    -               -         -         -         -  4.0000KB  6.7279GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.85ms  66.335us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [831]
365.93ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
365.96ms     661ns                    -               -         -         -         -  4.0000KB  5.7711GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.99ms  62.687us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [841]
366.07ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
366.10ms     610ns                    -               -         -         -         -  4.0000KB  6.2536GB/s  Quadro M4000 (0         1         7  [CUDA memset]
366.12ms  62.015us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [851]
366.20ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
366.23ms     619ns                    -               -         -         -         -  4.0000KB  6.1627GB/s  Quadro M4000 (0         1         7  [CUDA memset]
366.25ms  63.103us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [861]
366.33ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
366.37ms  98.654us                    -               -         -         -         -  8.0000MB  79.191GB/s  Quadro M4000 (0         1         7  [CUDA memset]
366.47ms  97.823us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
366.57ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
366.67ms  97.727us                    -               -         -         -         -  8.0000MB  79.942GB/s  Quadro M4000 (0         1         7  [CUDA memset]
366.77ms  1.1945ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [888]
367.98ms     823ns                    -               -         -         -         -  4.0000KB  4.6351GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.01ms  65.343us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [896]
368.09ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
368.12ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.14ms  62.847us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [906]
368.22ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
368.25ms     718ns                    -               -         -         -         -  4.0000KB  5.3129GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.27ms  62.687us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [916]
368.35ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
368.38ms     632ns                    -               -         -         -         -  4.0000KB  6.0359GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.40ms  62.496us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [926]
368.48ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
368.52ms  98.686us                    -               -         -         -         -  8.0000MB  79.165GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.62ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.72ms  97.726us                    -               -         -         -         -  8.0000MB  79.943GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.82ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
368.92ms  1.1937ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [953]
370.13ms     511ns                    -               -         -         -         -  4.0000KB  7.4652GB/s  Quadro M4000 (0         1         7  [CUDA memset]
370.15ms  65.759us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [961]
370.23ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
370.26ms     594ns                    -               -         -         -         -  4.0000KB  6.4220GB/s  Quadro M4000 (0         1         7  [CUDA memset]
370.29ms  63.007us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [971]
370.36ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
370.39ms     673ns                    -               -         -         -         -  4.0000KB  5.6682GB/s  Quadro M4000 (0         1         7  [CUDA memset]
370.42ms  63.040us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [981]
370.49ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
370.52ms     579ns                    -               -         -         -         -  4.0000KB  6.5884GB/s  Quadro M4000 (0         1         7  [CUDA memset]
370.55ms  63.103us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [991]
370.62ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
370.66ms  98.654us                    -               -         -         -         -  8.0000MB  79.191GB/s  Quadro M4000 (0         1         7  [CUDA memset]
370.76ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
370.86ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
370.96ms  97.758us                    -               -         -         -         -  8.0000MB  79.917GB/s  Quadro M4000 (0         1         7  [CUDA memset]
371.06ms  1.1930ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [1018]
372.27ms     511ns                    -               -         -         -         -  4.0000KB  7.4652GB/s  Quadro M4000 (0         1         7  [CUDA memset]
372.30ms  65.503us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1026]
372.38ms  3.1680us                    -               -         -         -         -  4.0000KB  1.2041GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
372.41ms     555ns                    -               -         -         -         -  4.0000KB  6.8733GB/s  Quadro M4000 (0         1         7  [CUDA memset]
372.43ms  64.287us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1036]
372.51ms  3.0080us                    -               -         -         -         -  4.0000KB  1.2682GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
372.54ms     518ns                    -               -         -         -         -  4.0000KB  7.3643GB/s  Quadro M4000 (0         1         7  [CUDA memset]
372.56ms  62.336us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1046]
372.64ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
372.67ms     578ns                    -               -         -         -         -  4.0000KB  6.5998GB/s  Quadro M4000 (0         1         7  [CUDA memset]
372.69ms  63.391us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1056]
372.77ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
372.81ms  98.686us                    -               -         -         -         -  8.0000MB  79.165GB/s  Quadro M4000 (0         1         7  [CUDA memset]
372.91ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
373.01ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
373.11ms  97.790us                    -               -         -         -         -  8.0000MB  79.891GB/s  Quadro M4000 (0         1         7  [CUDA memset]
373.21ms  1.1939ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [1083]
374.42ms     530ns                    -               -         -         -         -  4.0000KB  7.1975GB/s  Quadro M4000 (0         1         7  [CUDA memset]
374.44ms  65.663us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1091]
374.52ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
374.56ms     637ns                    -               -         -         -         -  4.0000KB  5.9885GB/s  Quadro M4000 (0         1         7  [CUDA memset]
374.58ms  63.519us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1101]
374.66ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
374.69ms     605ns                    -               -         -         -         -  4.0000KB  6.3053GB/s  Quadro M4000 (0         1         7  [CUDA memset]
374.71ms  63.103us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1111]
374.79ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
374.82ms     576ns                    -               -         -         -         -  4.0000KB  6.6227GB/s  Quadro M4000 (0         1         7  [CUDA memset]
374.85ms  63.040us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1121]
374.92ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
374.96ms  98.718us                    -               -         -         -         -  8.0000MB  79.140GB/s  Quadro M4000 (0         1         7  [CUDA memset]
375.06ms  97.823us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
375.16ms  97.727us                    -               -         -         -         -  8.0000MB  79.942GB/s  Quadro M4000 (0         1         7  [CUDA memset]
375.26ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
375.37ms  1.1944ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [1148]
376.58ms     558ns                    -               -         -         -         -  4.0000KB  6.8364GB/s  Quadro M4000 (0         1         7  [CUDA memset]
376.60ms  65.215us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1156]
376.68ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
376.71ms     581ns                    -               -         -         -         -  4.0000KB  6.5657GB/s  Quadro M4000 (0         1         7  [CUDA memset]
376.73ms  62.431us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1166]
376.81ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
376.84ms     719ns                    -               -         -         -         -  4.0000KB  5.3056GB/s  Quadro M4000 (0         1         7  [CUDA memset]
376.86ms  62.752us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1176]
376.94ms  3.4560us                    -               -         -         -         -  4.0000KB  1.1038GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
376.97ms     584ns                    -               -         -         -         -  4.0000KB  6.5320GB/s  Quadro M4000 (0         1         7  [CUDA memset]
376.99ms  62.943us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1186]
377.07ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
377.10ms  98.750us                    -               -         -         -         -  8.0000MB  79.114GB/s  Quadro M4000 (0         1         7  [CUDA memset]
377.21ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
377.31ms  97.823us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
377.41ms  97.822us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
377.51ms  1.1944ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [1213]
378.72ms     519ns                    -               -         -         -         -  4.0000KB  7.3501GB/s  Quadro M4000 (0         1         7  [CUDA memset]
378.74ms  65.503us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1221]
378.82ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
378.85ms     559ns                    -               -         -         -         -  4.0000KB  6.8241GB/s  Quadro M4000 (0         1         7  [CUDA memset]
378.87ms  63.231us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1231]
378.95ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
378.98ms     724ns                    -               -         -         -         -  4.0000KB  5.2689GB/s  Quadro M4000 (0         1         7  [CUDA memset]
379.00ms  62.656us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1241]
379.08ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
379.11ms     597ns                    -               -         -         -         -  4.0000KB  6.3898GB/s  Quadro M4000 (0         1         7  [CUDA memset]
379.13ms  62.879us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [1251]
379.21ms  2.8790us                    -               -         -         -         -  4.0000KB  1.3250GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
379.25ms  98.783us                    -               -         -         -         -  8.0078MB  79.165GB/s  Quadro M4000 (0         1         7  [CUDA memset]
379.35ms  2.1346ms          (128 128 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  FillForcesArraysKernel(float*, int, int, double, double, float, double, int, float, float*, pair, int) [1269]
381.51ms  2.1334ms          (128 128 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  FillForcesArraysKernel(float*, int, int, double, double, float, double, int, float, float*, pair, int) [1284]
384.25ms  1.8240us                    -               -         -         -         -  4.0039KB  2.0934GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
384.28ms  907.44us          (128 128 1)       (16 16 1)        33        0B        0B         -           -  Quadro M4000 (0         1         7  EvanescentBoundaryKernel(float*, float*, float*, float*, float*, float*, float, float, int, int, float, float, float, float, float, float*, float, float*, float*, int, int, float, float, float, float, float, float, float) [1316]
385.21ms  377.02us          (128 128 1)       (16 16 1)        10        0B        0B         -           -  Quadro M4000 (0         1         7  ComputePressureFieldKernel(float*, float*, float*, int, int, int, float, float*) [1327]
385.61ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
385.62ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
385.64ms  496.79us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  Substep1KernelVrad(float*, float*, float*, float*, float*, float*, float*, float*, float, int, int, float, float*) [1345]
386.14ms  387.87us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  Substep1KernelVtheta(float*, float*, float*, float*, float*, float, int, int, int, float*, float*) [1358]
386.56ms  117.28us                    -               -         -         -         -  8.0078MB  66.680GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
386.68ms  695.77us              (8 1 1)       (256 1 1)        12        0B        0B         -           -  Quadro M4000 (0         1         7  Make1DprofileKernel(float*, float*, int, int) [1366]
387.39ms  2.7190us                    -               -         -         -         -  4.0000KB  1.4030GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
387.95ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
387.97ms  848.53us          (128 128 1)       (16 16 1)        32        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelDRP(float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, int, int, float*, float) [1386]
388.84ms  770.65us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelTAURP(float*, float*, float*, float*, float, float*, float*, float*, float*, float*, int, int) [1401]
389.65ms  805.97us          (128 128 1)       (16 16 1)        32        0B        0B         -           -  Quadro M4000 (0         1         7  UpdateVelocitiesKernel(float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float, int, int, float) [1421]
390.47ms  98.751us                    -               -         -         -         -  8.0078MB  79.190GB/s  Quadro M4000 (0         1         7  [CUDA memset]
390.58ms  97.886us                    -               -         -         -         -  8.0078MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
390.68ms  433.95us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  Substep2Kernel(float*, float*, float*, float*, int, int, float*, float*, float*, int, float*, float, float*, float*, float*, float*) [1442]
391.14ms  729.43us          (128 128 1)       (16 16 1)        30        0B        0B         -           -  Quadro M4000 (0         1         7  kernel(float*, float*, float*, float*, int, int, float*, float*, float*, int, float*, float, float*, float*, float*, float*, float*) [1462]
391.90ms  119.01us                    -               -         -         -         -  8.0078MB  65.712GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
392.04ms  119.46us                    -               -         -         -         -  8.0078MB  65.465GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
392.71ms  1.7280us                    -               -         -         -         -  4.0039KB  2.2097GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
392.74ms  908.53us          (128 128 1)       (16 16 1)        33        0B        0B         -           -  Quadro M4000 (0         1         7  EvanescentBoundaryKernel(float*, float*, float*, float*, float*, float*, float, float, int, int, float, float, float, float, float, float*, float, float*, float*, int, int, float, float, float, float, float, float, float) [1498]
393.67ms  120.48us                    -               -         -         -         -  8.0078MB  64.909GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
393.80ms  696.05us              (8 1 1)       (256 1 1)        12        0B        0B         -           -  Quadro M4000 (0         1         7  Make1DprofileKernel(float*, float*, int, int) [1506]
394.51ms  2.6880us                    -               -         -         -         -  4.0000KB  1.4192GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
395.06ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
395.08ms  848.34us          (128 128 1)       (16 16 1)        32        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelDRP(float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, int, int, float*, float) [1526]
395.96ms  769.56us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelTAURP(float*, float*, float*, float*, float, float*, float*, float*, float*, float*, int, int) [1541]
397.37ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
397.40ms  1.4498ms          (128 128 1)       (16 16 1)        30        0B        0B         -           -  Quadro M4000 (0         1         7  Substep3Kernel(float*, float*, float*, float*, float*, float*, float*, int, int, float*, int, float*, float, float*, float*, float*, float*, float, float*) [1564]
398.88ms  654.29us          (128 128 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  Substep3Kernel2(float*, float*, float*, float*, float*, float*, float*, int, int, float*, int, float*, float, float*, float*, float*, float*, float, float*) [1586]
399.55ms  116.89us                    -               -         -         -         -  8.0078MB  66.899GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
399.69ms  505.85us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  LRMomentaKernel(float*, float*, float*, float*, float*, float*, float*, int, int, float*, float) [1602]
400.23ms  930.74us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [1614]
401.18ms  531.39us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [1626]
401.73ms  116.86us                    -               -         -         -         -  8.0078MB  66.918GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
401.85ms  755.13us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [1635]
402.63ms  632.31us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [1647]
403.29ms  532.50us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [1659]
403.84ms  551.96us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [1674]
404.42ms  755.35us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [1682]
405.20ms  628.85us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [1694]
405.85ms  531.16us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [1706]
406.40ms  551.67us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [1721]
406.98ms  755.13us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [1729]
407.75ms  927.09us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [1741]
408.70ms  529.88us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [1753]
409.26ms  552.02us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [1768]
409.83ms  754.23us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [1776]
410.61ms  928.18us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [1788]
411.56ms  531.35us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [1800]
412.12ms  551.67us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [1815]
412.69ms  755.57us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [1823]
