==17536== NVPROF is profiling process 17536, command: ./bin/fargoGPU in/template.par
==17536== Profiling application: ./bin/fargoGPU in/template.par
==17536== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
332.57ms     814ns                    -               -         -         -         -  8.0000KB  9.3727GB/s  Quadro M4000 (0         1         7  [CUDA memset]
332.59ms  97.760us                    -               -         -         -         -  8.0000MB  79.915GB/s  Quadro M4000 (0         1         7  [CUDA memset]
332.60ms     497ns                    -               -         -         -         -  3.9961KB  7.6680GB/s  Quadro M4000 (0         1         7  [CUDA memset]
332.61ms     408ns                    -               -         -         -         -  3.9961KB  9.3406GB/s  Quadro M4000 (0         1         7  [CUDA memset]
332.61ms     412ns                    -               -         -         -         -  3.9961KB  9.2499GB/s  Quadro M4000 (0         1         7  [CUDA memset]
332.69ms  97.727us                    -               -         -         -         -  8.0000MB  79.942GB/s  Quadro M4000 (0         1         7  [CUDA memset]
332.79ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
332.89ms  97.760us                    -               -         -         -         -  8.0000MB  79.915GB/s  Quadro M4000 (0         1         7  [CUDA memset]
333.00ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
333.10ms  97.983us                    -               -         -         -         -  8.0000MB  79.733GB/s  Quadro M4000 (0         1         7  [CUDA memset]
333.20ms  97.952us                    -               -         -         -         -  8.0000MB  79.758GB/s  Quadro M4000 (0         1         7  [CUDA memset]
333.32ms  97.823us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
333.42ms  97.888us                    -               -         -         -         -  8.0000MB  79.811GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.02ms  98.111us                    -               -         -         -         -  8.0000MB  79.629GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.12ms  97.760us                    -               -         -         -         -  8.0000MB  79.915GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.22ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.32ms  97.855us                    -               -         -         -         -  8.0000MB  79.838GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.42ms  97.760us                    -               -         -         -         -  8.0000MB  79.915GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.52ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.63ms  97.727us                    -               -         -         -         -  8.0000MB  79.942GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.73ms  97.792us                    -               -         -         -         -  8.0000MB  79.889GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.83ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
341.93ms  97.920us                    -               -         -         -         -  8.0000MB  79.785GB/s  Quadro M4000 (0         1         7  [CUDA memset]
342.03ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
342.14ms  1.8560us                    -               -         -         -         -  4.0000KB  2.0553GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
343.16ms  98.047us                    -               -         -         -         -  8.0000MB  79.681GB/s  Quadro M4000 (0         1         7  [CUDA memset]
343.17ms     560ns                    -               -         -         -         -  4.0000KB  6.8120GB/s  Quadro M4000 (0         1         7  [CUDA memset]
343.26ms  97.824us                    -               -         -         -         -  8.0000MB  79.863GB/s  Quadro M4000 (0         1         7  [CUDA memset]
344.19ms  597.37us           (128 64 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  InitComputeAccelKernel(float*, float*, float*, int, int) [382]
344.82ms  1.0645ms           (128 64 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeSoundSpeedKernel(float*, float*, float*, float*, int, int, int, float, float, float, float, float, float, float, float, float) [401]
345.91ms  207.33us           (128 64 1)       (16 16 1)        10        0B        0B         -           -  Quadro M4000 (0         1         7  ComputePressureFieldKernel(float*, float*, float*, int, int, int, float, float*) [412]
346.14ms  170.18us           (128 64 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeTemperatureFieldKernel(float*, float*, float*, float*, float, int, int, int) [423]
346.36ms  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
346.39ms  3.1445ms           (128 64 1)       (16 16 1)        30        0B        0B         -           -  Quadro M4000 (0         1         7  InitGasVelocitiesKernel(int, int, int, float*, float, float, float, float*, float*, float, float, float*, float, float*, int, float*) [443]
349.56ms  275.71us           (128 64 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  InitLabelKernel(float*, float, float, float, float*, int, int) [453]
350.06ms  866.97us              (4 1 1)       (256 1 1)        15        0B        0B         -           -  Quadro M4000 (0         1         7  ConditionCFLKernel1D(float*, float*, float*, int, int, float*, float*) [463]
350.96ms  98.560us                    -               -         -         -         -  7.9922MB  79.189GB/s  Quadro M4000 (0         1         7  [CUDA memset]
350.96ms     493ns                    -               -         -         -         -  3.9961KB  7.7302GB/s  Quadro M4000 (0         1         7  [CUDA memset]
350.97ms     395ns                    -               -         -         -         -        4B  9.6575MB/s  Quadro M4000 (0         1         7  [CUDA memset]
351.08ms  829.40us           (128 64 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ConditionCFLKernel2D1(float*, float*, float*, int, int, float*, float*, float*, int, float*, float*, float*) [481]
351.94ms  893.21us              (4 1 1)       (256 1 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  ConditionCFLKernel2D2(float*, float*, float*, float*, float*, int*, int, int, float) [493]
352.86ms  214.56us              (4 1 1)       (256 1 1)        11        0B        0B         -           -  Quadro M4000 (0         1         7  ConditionCFLKernel2D3(float*, float*, float*, float*, float*, int*, int, int, float) [505]
353.10ms  2.7200us                    -               -         -         -         -        4B  1.4025MB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
353.13ms  98.399us                    -               -         -         -         -  7.9922MB  79.319GB/s  Quadro M4000 (0         1         7  [CUDA memset]
353.23ms  97.696us                    -               -         -         -         -  7.9922MB  79.889GB/s  Quadro M4000 (0         1         7  [CUDA memset]
353.33ms  97.695us                    -               -         -         -         -  7.9922MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
353.43ms  97.728us                    -               -         -         -         -  7.9922MB  79.863GB/s  Quadro M4000 (0         1         7  [CUDA memset]
353.54ms  1.4390ms           (128 64 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, int, float, float*, float*, float*, float*, int) [531]
355.01ms     507ns                    -               -         -         -         -  4.0000KB  7.5241GB/s  Quadro M4000 (0         1         7  [CUDA memset]
355.04ms  76.928us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [539]
355.14ms  3.2960us                    -               -         -         -         -  4.0000KB  1.1574GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
355.20ms     602ns                    -               -         -         -         -  4.0000KB  6.3367GB/s  Quadro M4000 (0         1         7  [CUDA memset]
355.22ms  71.264us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [549]
355.31ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
355.34ms     733ns                    -               -         -         -         -  4.0000KB  5.2042GB/s  Quadro M4000 (0         1         7  [CUDA memset]
355.37ms  71.968us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [559]
355.46ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
355.49ms     612ns                    -               -         -         -         -  4.0000KB  6.2332GB/s  Quadro M4000 (0         1         7  [CUDA memset]
355.52ms  71.616us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [569]
355.60ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
355.64ms  98.591us                    -               -         -         -         -  7.9922MB  79.164GB/s  Quadro M4000 (0         1         7  [CUDA memset]
355.75ms  97.727us                    -               -         -         -         -  7.9922MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
355.85ms  97.728us                    -               -         -         -         -  7.9922MB  79.863GB/s  Quadro M4000 (0         1         7  [CUDA memset]
355.95ms  97.759us                    -               -         -         -         -  7.9922MB  79.838GB/s  Quadro M4000 (0         1         7  [CUDA memset]
356.05ms  1.4965ms           (128 64 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, int, float, float*, float*, float*, float*, int) [596]
357.56ms     491ns                    -               -         -         -         -  4.0000KB  7.7692GB/s  Quadro M4000 (0         1         7  [CUDA memset]
357.58ms  77.375us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [604]
357.67ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
357.71ms     567ns                    -               -         -         -         -  4.0000KB  6.7279GB/s  Quadro M4000 (0         1         7  [CUDA memset]
357.73ms  71.263us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [614]
357.82ms  3.1360us                    -               -         -         -         -  4.0000KB  1.2164GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
357.85ms     671ns                    -               -         -         -         -  4.0000KB  5.6851GB/s  Quadro M4000 (0         1         7  [CUDA memset]
357.87ms  71.680us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [624]
357.96ms  2.8790us                    -               -         -         -         -  4.0000KB  1.3250GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
357.99ms     638ns                    -               -         -         -         -  4.0000KB  5.9791GB/s  Quadro M4000 (0         1         7  [CUDA memset]
358.02ms  71.648us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [634]
358.10ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
358.14ms  98.624us                    -               -         -         -         -  7.9922MB  79.138GB/s  Quadro M4000 (0         1         7  [CUDA memset]
358.24ms  97.663us                    -               -         -         -         -  7.9922MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
358.34ms  97.664us                    -               -         -         -         -  7.9922MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
358.44ms  97.695us                    -               -         -         -         -  7.9922MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
358.55ms  1.4975ms           (128 64 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, int, float, float*, float*, float*, float*, int) [661]
360.06ms     562ns                    -               -         -         -         -  4.0000KB  6.7877GB/s  Quadro M4000 (0         1         7  [CUDA memset]
360.08ms  77.151us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [669]
360.18ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
360.21ms     567ns                    -               -         -         -         -  4.0000KB  6.7279GB/s  Quadro M4000 (0         1         7  [CUDA memset]
360.24ms  71.647us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [679]
360.32ms  3.1680us                    -               -         -         -         -  4.0000KB  1.2041GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
360.35ms     627ns                    -               -         -         -         -  4.0000KB  6.0840GB/s  Quadro M4000 (0         1         7  [CUDA memset]
360.38ms  71.007us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [689]
360.46ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
360.50ms     594ns                    -               -         -         -         -  4.0000KB  6.4220GB/s  Quadro M4000 (0         1         7  [CUDA memset]
360.52ms  71.551us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [699]
360.61ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
360.65ms  98.560us                    -               -         -         -         -  7.9922MB  79.189GB/s  Quadro M4000 (0         1         7  [CUDA memset]
360.75ms  97.728us                    -               -         -         -         -  7.9922MB  79.863GB/s  Quadro M4000 (0         1         7  [CUDA memset]
360.85ms  97.727us                    -               -         -         -         -  7.9922MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
360.95ms  97.664us                    -               -         -         -         -  7.9922MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
361.05ms  1.4966ms           (128 64 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, int, float, float*, float*, float*, float*, int) [726]
362.56ms     500ns                    -               -         -         -         -  4.0000KB  7.6294GB/s  Quadro M4000 (0         1         7  [CUDA memset]
362.59ms  77.120us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [734]
362.68ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
362.71ms     544ns                    -               -         -         -         -  4.0000KB  7.0123GB/s  Quadro M4000 (0         1         7  [CUDA memset]
362.74ms  71.840us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [744]
362.82ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
362.86ms     533ns                    -               -         -         -         -  4.0000KB  7.1570GB/s  Quadro M4000 (0         1         7  [CUDA memset]
362.88ms  71.615us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [754]
362.96ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
363.00ms     635ns                    -               -         -         -         -  4.0000KB  6.0074GB/s  Quadro M4000 (0         1         7  [CUDA memset]
363.02ms  71.455us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [764]
363.12ms  2.9760us                    -               -         -         -         -  4.0000KB  1.2818GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
363.16ms  98.623us                    -               -         -         -         -  7.9922MB  79.138GB/s  Quadro M4000 (0         1         7  [CUDA memset]
363.26ms  97.664us                    -               -         -         -         -  7.9922MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
363.37ms  97.663us                    -               -         -         -         -  7.9922MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
363.47ms  97.695us                    -               -         -         -         -  7.9922MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
363.57ms  1.4970ms           (128 64 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, int, float, float*, float*, float*, float*, int) [791]
365.08ms     537ns                    -               -         -         -         -  4.0000KB  7.1037GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.10ms  77.151us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [799]
365.19ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
365.23ms     640ns                    -               -         -         -         -  4.0000KB  5.9605GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.25ms  71.424us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [809]
365.34ms  2.8790us                    -               -         -         -         -  4.0000KB  1.3250GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
365.38ms     558ns                    -               -         -         -         -  4.0000KB  6.8364GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.40ms  71.232us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [819]
365.48ms  2.9760us                    -               -         -         -         -  4.0000KB  1.2818GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
365.52ms     632ns                    -               -         -         -         -  4.0000KB  6.0359GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.54ms  71.456us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [829]
365.63ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
365.67ms  98.687us                    -               -         -         -         -  7.9922MB  79.087GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.77ms  97.759us                    -               -         -         -         -  7.9922MB  79.838GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.87ms  97.664us                    -               -         -         -         -  7.9922MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
365.97ms  97.695us                    -               -         -         -         -  7.9922MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
366.07ms  1.4971ms           (128 64 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, int, float, float*, float*, float*, float*, int) [856]
367.59ms     697ns                    -               -         -         -         -  4.0000KB  5.4730GB/s  Quadro M4000 (0         1         7  [CUDA memset]
367.61ms  76.895us           (1024 1 1)        (32 1 1)        10        0B      256B         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [864]
367.70ms  2.9760us                    -               -         -         -         -  4.0000KB  1.2818GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
